,Spieler,Nation,Nationalelf
2449,Jeremy Toljan,"['Deutschland', 'Kroatien']",Deutschland
2450,Sascha Wolf,['Deutschland'],Deutschland
2451,Dieter Brefort,['Deutschland'],Deutschland
2452,Wolfram Kaminke,['Deutschland'],Deutschland
2453,Bernd Grabosch,['Deutschland'],Deutschland
2454,Armin Veh,['Deutschland'],Deutschland
2455,Klaus Senger,['Deutschland'],Deutschland
2456,Stefan Ilsanker,['Österreich'],Österreich
2457,Janusz Góra,['Polen'],Polen
2458,Fabian Lustenberger,['Schweiz'],Schweiz
2459,Hilmar Weilandt,['Deutschland'],Deutschland
2460,Michael Struckmann,['Deutschland'],Deutschland
2461,Matthias Brücken,['Deutschland'],Deutschland
2462,Ismail Jakobs,"['Senegal', 'Deutschland']",Senegal
2463,Abdou Diallo,"['Senegal', 'Frankreich']",Senegal
2464,Uwe Ehlers,['Deutschland'],Deutschland
2465,Jürgen Makan,['Deutschland'],Deutschland
2466,Marvin Matip,"['Kamerun', 'Deutschland']",Kamerun
2467,Jürgen Wilhelm,['Deutschland'],Deutschland
2468,Thomas Vana,['Deutschland'],Deutschland
2469,Lutz Siebrecht,['Deutschland'],Deutschland
2470,Karl Meng,['Deutschland'],Deutschland
2471,Bernhard Raab,['Deutschland'],Deutschland
2472,Marcus Feinbier,['Deutschland'],Deutschland
2473,Karl-Heinz Kiß,['Deutschland'],Deutschland
2474,Michael Krätzer,['Deutschland'],Deutschland
2475,Rainer Scholz,['Deutschland'],Deutschland
2476,Sami Hyypiä,['Finnland'],Finnland
2477,Walter Posner,['Deutschland'],Deutschland
2478,Erik Durm,['Deutschland'],Deutschland
2479,Ümit Korkmaz,['Österreich'],Österreich
2480,Helmut Bergfelder,['Deutschland'],Deutschland
2481,Jens Duve,['Deutschland'],Deutschland
2482,Johann Kondert,['Österreich'],Österreich
2483,Malik Fathi,['Deutschland'],Deutschland
2484,Pierre De Wit,['Deutschland'],Deutschland
2485,Norbert Hofmann,['Deutschland'],Deutschland
2486,Raffael Tonello,['Italien'],Italien
2487,Helmut Zahn,['Deutschland'],Deutschland
2488,Heinz Vollmar,['Deutschland'],Deutschland
2489,João Victor,['Brasilien'],Brasilien
2490,Frank Holzer,['Deutschland'],Deutschland
2491,Jonny Hey,['Deutschland'],Deutschland
2492,Walter Gawletta,['Deutschland'],Deutschland
2493,Günter Schlipper,['Deutschland'],Deutschland
2494,Kai Oswald,['Deutschland'],Deutschland
2495,Stanislaw Angelow,['Bulgarien'],Bulgarien
2496,Christian Poulsen,['Dänemark'],Dänemark
2497,Gerhard Kraft,['Deutschland'],Deutschland
2498,János Mátyus,['Ungarn'],Ungarn
2499,Hans-Jürgen Brunner,['Deutschland'],Deutschland
2500,Marcelo,['Brasilien'],Brasilien
2501,Wellington,['Brasilien'],Brasilien
2502,Manfred Lefkes,['Deutschland'],Deutschland
2503,Ernst Abbé,['Deutschland'],Deutschland
2504,Fritz Boyens,['Deutschland'],Deutschland
2505,Faton Toski,"['Deutschland', 'Kosovo']",Deutschland
2506,Geovani Silva,['Brasilien'],Brasilien
2507,Alfred Horn,['Deutschland'],Deutschland
2508,Lucas Tousart,['Frankreich'],Frankreich
2509,Thorsten Judt,['Deutschland'],Deutschland
2510,Lennart Larsson,['Schweden'],Schweden
2511,Lothar Skala,['Deutschland'],Deutschland
2512,Jonathan de Guzmán,['Niederlande'],Niederlande
2513,Hami Mandıralı,['Türkei'],Türkei
2514,Mike Lünsmann,['Deutschland'],Deutschland
2515,Jurado,['Spanien'],Spanien
2516,Chris Katongo,['Sambia'],Sambia
2517,Stefan Malz,['Deutschland'],Deutschland
2518,Kai-Erik Herlovsen,['Norwegen'],Norwegen
2519,Kevin Akpoguma,"['Deutschland', 'Nigeria']",Deutschland
2520,Itay Shechter,"['Israel', 'Rumänien']",Israel
2521,Thomas Kruse,['Deutschland'],Deutschland
2522,Florian Dick,['Deutschland'],Deutschland
2523,Jakob Drescher,['Deutschland'],Deutschland
2524,Fred Klaus,['Deutschland'],Deutschland
2525,Egbert ter Mors,['Niederlande'],Niederlande
2526,Klaus Bockisch,['Deutschland'],Deutschland
2527,Dirk Weetendorf,['Deutschland'],Deutschland
2528,Ivica Iliev,['Serbien'],Serbien
2529,Joachim Stadler,['Deutschland'],Deutschland
2530,Heiko Butscher,['Deutschland'],Deutschland
2531,Oliver Otto,['Deutschland'],Deutschland
2532,Jürgen Papies,['Deutschland'],Deutschland
2533,Lothar Groß,['Deutschland'],Deutschland
2534,Felipe,"['Brasilien', 'Italien']",Brasilien
2535,Marco Dittgen,['Deutschland'],Deutschland
2536,Diego Placente,['Argentinien'],Argentinien
2537,Steffen Tigges,['Deutschland'],Deutschland
2538,Yves Eigenrauch,['Deutschland'],Deutschland
2539,Joachim Thimm,['Deutschland'],Deutschland
2540,Radomir Đalović,['Montenegro'],Montenegro
2541,Marco Rose,['Deutschland'],Deutschland
2542,Leandro Barreiro Martins,"['Luxemburg', 'Portugal']",Luxemburg
2543,Stefan Meissner,['Deutschland'],Deutschland
2544,Eberhard Borchert,['Deutschland'],Deutschland
2545,Jean-Philippe Gbamin,"['Frankreich', ""Elfenbeinküste""]",Frankreich
2546,Alexandru Sătmăreanu,['Rumänien'],Rumänien
2547,Aleksandar Ristić,"['Bosnien-Herzegowina', 'Jugoslawien']",Bosnien-Herzegowina
2548,Chris Führich,['Deutschland'],Deutschland
2549,Edmond Kapllani,['Albanien'],Albanien
2550,Slobodan Rajković,['Serbien'],Serbien
2551,Sinan Kaloğlu,['Türkei'],Türkei
2552,Ludwig Schuster,['Deutschland'],Deutschland
2553,Siegfried Beyer,['Deutschland'],Deutschland
2554,Thomas Lander,['Deutschland'],Deutschland
2555,Takashi Usami,['Japan'],Japan
2556,Peter Pacult,['Österreich'],Österreich
2557,Bastian Oczipka,['Deutschland'],Deutschland
2558,Olaf Dressel,['Deutschland'],Deutschland
2559,Markus Steinhöfer,['Deutschland'],Deutschland
2560,Lothar Zeh,['Deutschland'],Deutschland
2561,Brian O'Neil,['Schottland'],Schottland
2562,Stevan Bena,['Serbien'],Serbien
2563,Günter Kutowski,['Deutschland'],Deutschland
2564,Ralf Regenbogen,['Deutschland'],Deutschland
2565,Reiner Plaßhenrich,['Deutschland'],Deutschland
2566,Patrick Wimmer,['Österreich'],Österreich
2567,Delano Hill,['Niederlande'],Niederlande
2568,Otto Laszig,['Deutschland'],Deutschland
2569,Steffen Korell,['Deutschland'],Deutschland
2570,Istvan Sztani,['Ungarn'],Ungarn
2571,Amine Adli,['Frankreich'],Frankreich
2572,Peter Loof,['Deutschland'],Deutschland
2573,Christopher Trimmel,['Österreich'],Österreich
2574,Sven Christians,['Deutschland'],Deutschland
2575,Lars Lunde,['Dänemark'],Dänemark
2576,William,['Brasilien'],Brasilien
2577,Bradley Carnell,['Südafrika'],Südafrika
2578,Omar Marmoush,['Ägypten'],Ägypten
2579,Assani Lukimya,"['DR Kongo', 'Deutschland']",DR Kongo
2580,Christian Werner,['Deutschland'],Deutschland
2581,Kevin Mbabu,['Schweiz'],Schweiz
2582,Rachid Azzouzi,"['Marokko', 'Deutschland']",Marokko
2583,Djibril Sow,['Schweiz'],Schweiz
2584,Emir Spahić,"['Bosnien-Herzegowina', 'Kroatien']",Bosnien-Herzegowina
2585,Steffen Karl,['Deutschland'],Deutschland
2586,Álvaro Domínguez,['Spanien'],Spanien
2587,Andrew Sinkala,['Südafrika'],Südafrika
2588,Hajime Hosogai,['Japan'],Japan
2589,Michael Klauß,['Deutschland'],Deutschland
2590,Matheus Pereira,['Brasilien'],Brasilien
2591,Tim Matavž,['Slowenien'],Slowenien
2592,Tamás Bódog,"['Ungarn', 'Deutschland']",Ungarn
2593,Peter Fenten,['Deutschland'],Deutschland
2594,Jens Melzig,['Deutschland'],Deutschland
2595,Khalid Boulahrouz,"['Niederlande', 'Marokko']",Niederlande
2596,Victor Ikpeba,['Nigeria'],Nigeria
2597,Dejan Ljubicic,['Österreich'],Österreich
2598,Kevin Danso,['Österreich'],Österreich
2599,Oliver Sorg,['Deutschland'],Deutschland
2600,Werner Thelen,['Deutschland'],Deutschland
2601,Michael Dämgen,['Deutschland'],Deutschland
2602,Heinz Schrodt,['Deutschland'],Deutschland
2603,Torben Hoffmann,['Deutschland'],Deutschland
2604,Rob Maas,['Niederlande'],Niederlande
2605,Christoph Moritz,['Deutschland'],Deutschland
2606,Daniel Gunkel,['Deutschland'],Deutschland
2607,Rainer Gebauer,['Deutschland'],Deutschland
2608,Reinhold Fanz,['Deutschland'],Deutschland
2609,Georg Müllner,['Deutschland'],Deutschland
2610,Horst Neumann,['Deutschland'],Deutschland
2611,Walace,['Brasilien'],Brasilien
2612,Ciro Immobile,['Italien'],Italien
2613,Thomas Stehle,['Deutschland'],Deutschland
2614,Detlef Schößler,['Deutschland'],Deutschland
2615,Rayk Schröder,['Deutschland'],Deutschland
2616,Rodnei,['Brasilien'],Brasilien
2617,Jürgen Weidlandt,['Deutschland'],Deutschland
2618,Helmut Siebert,['Deutschland'],Deutschland
2619,Julian Weigl,['Deutschland'],Deutschland
2620,Klaus Perfetto,['Deutschland'],Deutschland
2621,Erich Leist,['Deutschland'],Deutschland
2622,Orestes,['Brasilien'],Brasilien
2623,Walter Frosch,['Deutschland'],Deutschland
2624,Michael Hubner,['Deutschland'],Deutschland
2625,Karim Rekik,['Niederlande'],Niederlande
2626,Holger Badstuber,['Deutschland'],Deutschland
2627,Konrad Eickels,['Deutschland'],Deutschland
2628,Karl-Heinz Artmann,['Deutschland'],Deutschland
2629,Armin Kraaz,['Deutschland'],Deutschland
2630,Dragoslav Stepanović,"['Serbien', 'Jugoslawien']",Serbien
2631,Vicente Sánchez,['Uruguay'],Uruguay
2632,Rolf Höfert,['Deutschland'],Deutschland
2633,Werner Tenbruck,['Deutschland'],Deutschland
2634,Florian Klein,['Österreich'],Österreich
2635,Hannes Reinmayr,['Österreich'],Österreich
2636,Martin Giesel,['Deutschland'],Deutschland
2637,Peter Berg,['Deutschland'],Deutschland
2638,Benjamin Henrichs,['Deutschland'],Deutschland
2639,Markus Schopp,['Österreich'],Österreich
2640,Kevin Vogt,['Deutschland'],Deutschland
2641,Andree Wiedener,['Deutschland'],Deutschland
2642,Hannes Wolf,['Österreich'],Österreich
2643,Marco Walker,['Schweiz'],Schweiz
2644,Uwe Höfer,['Deutschland'],Deutschland
2645,David Raum,['Deutschland'],Deutschland
2646,Christopher Lamprecht,['Deutschland'],Deutschland
2647,Cedric Teuchert,['Deutschland'],Deutschland
2648,Mario Kontny,['Deutschland'],Deutschland
2649,Herbert Höbusch,['Deutschland'],Deutschland
2650,Jens Wahl,['Deutschland'],Deutschland
2651,Petri Pasanen,['Finnland'],Finnland
2652,Almami Moreira,['Portugal'],Portugal
2653,Bryan Roy,['Niederlande'],Niederlande
2654,Wilhelm Mense,['Deutschland'],Deutschland
2655,Dennis Aogo,['Deutschland'],Deutschland
2656,Rudolf Pöggeler,['Deutschland'],Deutschland
2657,Kurt Dachlauer,['Deutschland'],Deutschland
2658,Aleksandar Vasoski,['Nordmazedonien'],Nordmazedonien
2659,Alban Meha,['Albanien'],Albanien
2660,Vlatko Glavaš,['Bosnien-Herzegowina'],Bosnien-Herzegowina
2661,Kreso Kovacec,"['Deutschland', 'Kroatien']",Deutschland
2662,Friedhelm Dick,['Deutschland'],Deutschland
2663,Jörn Kaminke,['Deutschland'],Deutschland
2664,Werner Haaga,['Deutschland'],Deutschland
2665,Ibrahima Konate,['Frankreich'],Frankreich
2666,Peter Klimke,['Deutschland'],Deutschland
2667,Heinz Crawatzo,['Deutschland'],Deutschland
2668,Gōtoku Sakai,['Japan'],Japan
2669,Lukas Schmitz,['Deutschland'],Deutschland
2670,Wolfgang Lex,['Deutschland'],Deutschland
2671,Andreas Mate,['Ungarn'],Ungarn
2672,Serge Branco,"['Kamerun', 'Frankreich']",Kamerun
2673,Cristian Fiél,"['Spanien', 'Deutschland']",Spanien
2674,Sebastian Schonlau,['Deutschland'],Deutschland
2675,Maniche,['Portugal'],Portugal
2676,Dmitri Bulykin,['Russland'],Russland
2677,Christian Müller,['Deutschland'],Deutschland
2678,Émerson,['Brasilien'],Brasilien
2679,Fallou Diagné,"['Senegal', 'Frankreich']",Senegal
2680,Júnior Díaz,['Costa Rica'],Costa Rica
2681,Mario Boljat,['Kroatien'],Kroatien
2682,Peter Woldmann,['Deutschland'],Deutschland
2683,Robert Glatzel,['Deutschland'],Deutschland
2684,Lucien Mettomo,"['Kamerun', 'Frankreich']",Kamerun
2685,Michael Dahms,['Deutschland'],Deutschland
2686,Edhem Sljivo,['Deutschland'],Deutschland
2687,Pascal Stenzel,['Deutschland'],Deutschland
2688,Hubert Clute-Simon,['Deutschland'],Deutschland
2689,Helmut Hilpert,['Deutschland'],Deutschland
2690,Marcel Tisserand,['Frankreich'],Frankreich
2691,Mahir Sağlık,"['Türkei', 'Deutschland']",Türkei
2692,Kai Bülow,['Deutschland'],Deutschland
2693,Mac Younga-Mouhani,['Kongo'],Kongo
2694,Helmut Heeren,['Deutschland'],Deutschland
2695,Ryan Sessegnon,['England'],England
2696,Levent Aycicek,"['Deutschland', 'Türkei']",Deutschland
2697,Nigel de Jong,"['Niederlande', 'Suriname']",Niederlande
2698,Günther Reinders,['Deutschland'],Deutschland
2699,Juan Cayasso,['Costa Rica'],Costa Rica
2700,Andrzej Iwan,['Polen'],Polen
2701,Hans Sprenger,['Deutschland'],Deutschland
2702,Sonny Kittel,['Deutschland'],Deutschland
2703,Christoph Walter,['Deutschland'],Deutschland
2704,Jann-Fiete Arp,['Deutschland'],Deutschland
2705,Morten Rasmussen,['Dänemark'],Dänemark
2706,Toni Puszamszies,['Deutschland'],Deutschland
2707,Marin Pongracic,['Kroatien'],Kroatien
2708,Siegfried Köstler,['Deutschland'],Deutschland
2709,Heiko Kurth,['Deutschland'],Deutschland
2710,Niklas Moisander,['Finnland'],Finnland
2711,Samuel Koejoe,"['Niederlande', 'Suriname']",Niederlande
2712,Michael Mason,['USA'],USA
2713,Arouna Koné,"[""Elfenbeinküste""]",Elfenbeinküste
2714,Andreas Köpke,['Deutschland'],Deutschland
2715,Jörn Großkopf,['Deutschland'],Deutschland
2716,Norbert Brinkmann,['Deutschland'],Deutschland
2717,Helmut Dietterle,['Deutschland'],Deutschland
2718,Gerald Vanenburg,"['Niederlande', 'Suriname']",Niederlande
2719,Matthias Hamann,['Deutschland'],Deutschland
2720,Albert Bittlmayer,['Deutschland'],Deutschland
2721,Hans Rigotti,['Deutschland'],Deutschland
2722,Pierre-Emile Højbjerg,"['Dänemark', 'Frankreich']",Dänemark
2723,Bartosz Bialek,['Polen'],Polen
2724,Kevin Hofland,['Niederlande'],Niederlande
2725,Dennis Kruppke,['Deutschland'],Deutschland
2726,Oumar Kondé,"['Schweiz', 'Frankreich']",Schweiz
2727,Tanguy Coulibaly,['Frankreich'],Frankreich
2728,Felix Platte,['Deutschland'],Deutschland
2729,Antal Nagy,['Ungarn'],Ungarn
2730,Stjepan Milardovic,['Kroatien'],Kroatien
2731,Franz Emans,['Deutschland'],Deutschland
2732,Sead Kapetanović,['Bosnien-Herzegowina'],Bosnien-Herzegowina
2733,Jürgen Koch,['Deutschland'],Deutschland
2734,Robert Bauer,"['Deutschland', 'Kasachstan']",Deutschland
2735,Blagoj Georgiew,['Bulgarien'],Bulgarien
2736,Kasper Bøgelund,['Dänemark'],Dänemark
2737,Dirk Dammann,['Deutschland'],Deutschland
2738,Maik Wagefeld,['Deutschland'],Deutschland
2739,Kouadio Manu Kone,['Frankreich'],Frankreich
2740,Marcel de Jong,"['Kanada', 'Niederlande']",Kanada
2741,Helmut Benthaus,['Deutschland'],Deutschland
2742,Charlison Benschop,"['Niederlande', 'Curaçao']",Niederlande
2743,Carsten Klee,['Deutschland'],Deutschland
2744,Günter Rademacher,['Deutschland'],Deutschland
2745,Lukas Klünter,['Deutschland'],Deutschland
2746,Medhi Benatia,"['Marokko', 'Frankreich']",Marokko
2747,Tobias Weis,['Deutschland'],Deutschland
2748,Thomas Richter,['Deutschland'],Deutschland
2749,Aster Vranckx,['Belgien'],Belgien
2750,Jorge Meré,['Spanien'],Spanien
2751,Ibrahim Afellay,['Niederlande'],Niederlande
2752,Michél Mazingu-Dinzey,['Deutschland'],Deutschland
2753,Peter Stocker,['Deutschland'],Deutschland
2754,Harry Bähre,['Deutschland'],Deutschland
2755,Orel Mangala,['Belgien'],Belgien
2756,Stéphane Henchoz,['Schweiz'],Schweiz
2757,Michael Schuhmacher,['Deutschland'],Deutschland
2758,Dragoslav Šekularac,['Serbien'],Serbien
2759,Florian Hinterberger,['Deutschland'],Deutschland
2760,Heinz Henkes,['Deutschland'],Deutschland
2761,Maximilian Mittelstädt,['Deutschland'],Deutschland
2762,Stephan Hain,['Deutschland'],Deutschland
2763,Mineiro,['Brasilien'],Brasilien
2764,Mattéo Guendouzi,"['Frankreich', 'Marokko']",Frankreich
2765,Markus Mohren,['Deutschland'],Deutschland
2766,Johan Djourou,"['Schweiz', ""Elfenbeinküste""]",Schweiz
2767,Markus Bollmann,['Deutschland'],Deutschland
2768,Uwe Bindewald,['Deutschland'],Deutschland
2769,Marcão,['Brasilien'],Brasilien
2770,Marcelo Carracedo,['Argentinien'],Argentinien
2771,Günter Seibold,['Deutschland'],Deutschland
2772,Julian Korb,['Deutschland'],Deutschland
2773,Lászlo Bénes,['Slowakei'],Slowakei
2774,Marko Pjaca,['Kroatien'],Kroatien
2775,Jürgen Fleer,['Deutschland'],Deutschland
2776,Fritz Lehmann,['Deutschland'],Deutschland
2777,Manfred Müller,['Deutschland'],Deutschland
2778,Sven Benken,['Deutschland'],Deutschland
2779,Jürgen Berghaus,['Deutschland'],Deutschland
2780,Frank Plagge,['Deutschland'],Deutschland
2781,Yacine Abdessadki,"['Marokko', 'Frankreich']",Marokko
2782,André Lima,['Brasilien'],Brasilien
2783,Matthias Imhof,['Deutschland'],Deutschland
2784,Kevin Behrens,['Deutschland'],Deutschland
2785,Sebastian Jung,['Deutschland'],Deutschland
2786,Thorsten Bolzek,['Deutschland'],Deutschland
2787,Lukas Kübler,['Deutschland'],Deutschland
2788,Mathis Bolly,"[""Elfenbeinküste"", 'Norwegen']",Elfenbeinküste
2789,Ralf Becker,['Deutschland'],Deutschland
2790,Jürgen Diefenbach,['Deutschland'],Deutschland
2791,Hans Auernhammer,['Deutschland'],Deutschland
2792,Christopher Antwi-Adjei,['Deutschland'],Deutschland
2793,Nico Frommer,['Deutschland'],Deutschland
2794,Chiquinho,['Portugal'],Portugal
2795,Niels Schlotterbeck,['Deutschland'],Deutschland
2796,Bernd Beck,['Deutschland'],Deutschland
2797,Petar Slišković,['Kroatien'],Kroatien
2798,Cedric Jan Itten,['Schweiz'],Schweiz
2799,Ingo Hertzsch,['Deutschland'],Deutschland
2800,Jean-Kasongo Banza,['DR Kongo'],DR Kongo
2801,Thorsten Schlumberger,['Deutschland'],Deutschland
2802,Eduardo Vargas,['Chile'],Chile
2803,Jochen Endress,['Deutschland'],Deutschland
2804,Ivica Mornar,['Kroatien'],Kroatien
2805,Jürgen Dudda,['Deutschland'],Deutschland
2806,Jens Langeneke,['Deutschland'],Deutschland
2807,Hans-Jürgen Heidenreich,['Deutschland'],Deutschland
2808,Andi Zeqiri,"['Schweiz', 'Kosovo']",Schweiz
2809,Heinz Pliska,['Deutschland'],Deutschland
2810,Jens Petter Hauge,['Norwegen'],Norwegen
2811,Benedikt Saller,['Deutschland'],Deutschland
2812,Rudi Skácel,['Tschechien'],Tschechien
2813,Dietmar Schwager,['Deutschland'],Deutschland
2814,Werner Hesse,['Deutschland'],Deutschland
2815,Benjamin Kessel,['Deutschland'],Deutschland
2816,Rudolf Steiner,['Deutschland'],Deutschland
2817,Roberto Massimo,['Deutschland'],Deutschland
2818,Uwe Igler,['Deutschland'],Deutschland
2819,Emiliano Insúa,['Argentinien'],Argentinien
2820,Stefan Lex,['Deutschland'],Deutschland
2821,Chadli Amri,['Algerien'],Algerien
2822,Berkant Göktan,"['Türkei', 'Deutschland']",Türkei
2823,Erik Andersen,['Dänemark'],Dänemark
2824,Selçuk Yula,['Türkei'],Türkei
2825,Alfons Stemmer,['Deutschland'],Deutschland
2826,Philipp Klement,['Deutschland'],Deutschland
2827,Denis Epstein,['Deutschland'],Deutschland
2828,Hamadi Al Ghaddioui,"['Deutschland', 'Marokko']",Deutschland
2829,Noah-Joel Sarenren-Bazee,['Deutschland'],Deutschland
2830,Tobias Levels,"['Deutschland', 'Niederlande']",Deutschland
2831,Joonas Kolkka,['Finnland'],Finnland
2832,Dieter Seeler,['Deutschland'],Deutschland
2833,Burak Kaplan,"['Türkei', 'Deutschland']",Türkei
2834,Horst Stockhausen,['Deutschland'],Deutschland
2835,Werner Kubek,['Deutschland'],Deutschland
2836,Júnior Baiano,['Brasilien'],Brasilien
2837,Theo Redder,['Deutschland'],Deutschland
2838,Prince Tagoe,['Ghana'],Ghana
2839,Friedrich Zipperer,['Deutschland'],Deutschland
2840,Rafael Czichos,['Deutschland'],Deutschland
2841,Rainer Ernst,['Deutschland'],Deutschland
2842,Ansgar Knauff,['Deutschland'],Deutschland
2843,Niki Zimling,['Dänemark'],Dänemark
2844,Lukas Sinkiewicz,['Deutschland'],Deutschland
2845,David Odonkor,['Deutschland'],Deutschland
2846,Werner Olk,['Deutschland'],Deutschland
2847,Gelson Fernandes,"['Schweiz', 'Kapverdische Inseln']",Schweiz
2848,Heikko Glöde,['Deutschland'],Deutschland
2849,Helmut Sandmann,['Deutschland'],Deutschland
2850,Roman Hubník,['Tschechien'],Tschechien
2851,Josué,['Brasilien'],Brasilien
2852,Henning Bürger,['Deutschland'],Deutschland
2853,Stefan Dinauer,['Deutschland'],Deutschland
2854,Francisco Rodríguez,['Mexiko'],Mexiko
2855,Peter Kaack,['Deutschland'],Deutschland
2856,Ralf Augustin,['Deutschland'],Deutschland
2857,David Wagner,"['USA', 'Deutschland']",USA
2858,Hans-Jürgen Becher,['Deutschland'],Deutschland
2859,Almamy Touré,['Mali'],Mali
2860,Julian de Guzman,"['Kanada', 'Niederlande']",Kanada
2861,Peer Posipal,['Deutschland'],Deutschland
2862,Karl-Heinz Mödrath,['Deutschland'],Deutschland
2863,Stefan Posch,['Österreich'],Österreich
2864,Željko Sopić,['Kroatien'],Kroatien
2865,Bernhard Olck,['Deutschland'],Deutschland
2866,Reece Oxford,['England'],England
2867,Richard Kreß,['Deutschland'],Deutschland
2868,Jacob Laursen,['Dänemark'],Dänemark
2869,Miloš Veljković,"['Serbien', 'Schweiz']",Serbien
2870,Arkadiusz Milik,['Polen'],Polen
2871,Anthony Losilla,['Frankreich'],Frankreich
2872,Joshua Brenet,['Niederlande'],Niederlande
2873,David Kobylik,['Tschechien'],Tschechien
2874,Hans-Joachim Andree,['Deutschland'],Deutschland
2875,Friedel Reuther,['Deutschland'],Deutschland
2876,Paweł Wojtala,['Polen'],Polen
2877,Çağdaş Atan,['Türkei'],Türkei
2878,Norbert Schlegel,['Deutschland'],Deutschland
